Decade,Year,Name,Image,ImageDescription,Image2,Image3,ImageDescription2,ImageDescription3,Country1,Country2,Country3,Country4,Flag1,Flag2,Flag3,Flag4,NameOther,Tons burthen,Complement,Armament,Builder,Launched,Length,Propulsion,Laid down,Fate,Class,Sail plan,Port of registry,Namesake,Owner,In service,Out of service,Completed,Captured,Acquired,Commissioned,Honours andawards,Beam,Draught,Depth of hold,Ordered,Renamed,Decommissioned,Homeport,Type,Displacement,Draft,Range,Masts:,Foremast:,Mainmast:,Mizzenmast:,Other masts:,ClassRate
1690,1690,HMS Portland (1693),,,//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Wager%27s_Action_off_Cartagena%2C_28_May_1708.jpg/220px-Wager%27s_Action_off_Cartagena%2C_28_May_1708.jpg,,"Wager's Action off Cartagena, 28 May 1708",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSPortland,636,, 50 guns:Gundeck: 22 × 18 pdrsUpper gundeck: 22 × 9 pdrsQuarterdeck: 4 × 6 pdrsForecastle: 2 × 6 pdrs," Lawrence, Woolwich Dockyard", 28 March 1693, 134\xa0ft (40.8\xa0m) (gundeck), Sails,," Broken up, 1743", 1719 Establishment50-gun fourth rate ship of the line, Full-rigged ship,,,,,,,,,,, 36\xa0ft (11.0\xa0m),, 15\xa0ft 2\xa0in (4.6\xa0m),,,,,,,,,,,,,,Fourth Rate
1690,1690,HMS Severn (1695),//upload.wikimedia.org/wikipedia/commons/thumb/9/98/Severn_%281739%29_RMG_J3870.jpg/300px-Severn_%281739%29_RMG_J3870.jpg,Severn plan of the 1739 rebuild,//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Trois_vaisseaux_francais_captures_a_la_bataille_du_cap_finisterre_oct_1747.jpg/220px-Trois_vaisseaux_francais_captures_a_la_bataille_du_cap_finisterre_oct_1747.jpg,,"Severn(far left), was recaptured by the British at the second Battle of Cape Finisterre on 25 October 1747",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSSevern,683,, 50 guns of various weights of shot," Henry Johnson,Blackwall Yard", 16 September 1695, 131\xa0ft 3\xa0in (40.0\xa0m) (gundeck), Sails,,, 50-gunfourth rateship of the line, Full-rigged ship,,,,,,,1746,,1696,, 34\xa0ft 4\xa0in (10.5\xa0m),, 13\xa0ft 6\xa0in (4.1\xa0m), 16 November 1693,,,,,,,,,,,,,Fourth Rate
1690,1690,HMS Windsor (1695),,,//upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Bataille_du_cap_Ortegal_mai_1747_image_et_texte.jpg/220px-Bataille_du_cap_Ortegal_mai_1747_image_et_texte.jpg,,Windsorshown here at theFirst Battle of Cape Finisterre (1747),,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSWindsor, 1201bm,, 60 guns of various weights of shot," Snelgrove, Deptford", 31 October 1695, 152\xa0ft (46.3\xa0m) (gundeck), Sails,," Broken up, 1777", 58-gun fourth rate ship of the line, Full-rigged ship,,,,,,,,,," Second Battle of Cape Finisterre, 1747", 37\xa0ft 9\xa0in (11.5\xa0m),, 15\xa0ft 8.5\xa0in (4.8\xa0m),,,,,,,,,,,,,,Fourth Rate
1700,1700,HMS Antelope (1703),,,//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Admiral_Clark_Gayton_%281712_-_ca_1785%29%2C_by_John_Singleton_Copley.jpg/220px-Admiral_Clark_Gayton_%281712_-_ca_1785%29%2C_by_John_Singleton_Copley.jpg,,"Admiral Clark Gaytonand behind him on the left, theAntelope, byJohn Singleton Copley",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSAntelope, 68480⁄94(bm),, 50 guns of various weights of shot," Taylor, Rotherhithe", 13 March 1703, 131\xa0ft 5\xa0in (40.1\xa0m) (gundeck), Sails,," Sold out of the service, 30 October 1783", 50-gunfourth rateship of the line, Full-rigged ship,,,,,,,,,,, 34\xa0ft4+1⁄2in (10.5\xa0m),, 13\xa0ft 9\xa0in (4.2\xa0m),,,,,,,,,,,,,,Fourth Rate
1700,1700,HMS Chester (1708),,,//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/The_Capture_of_the_Spanish_galleon_St_Joseph%2C_23_September_1739_RMG_BHC0353.jpg/220px-The_Capture_of_the_Spanish_galleon_St_Joseph%2C_23_September_1739_RMG_BHC0353.jpg,,"The Capture of the Spanish galleonSt Joseph, 23 September 1739,Chester(left, andCanterbury(right side)",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSChester, 704 bm,, 50 guns:Gundeck: 22 × 18-pdrsUpper gundeck: 22 × 9-pdrsQuarterdeck: 4 × 6-pdrsForecastle: 2 × 6-pdrs," Rosewell, Chatham Dockyard", 18 October 1708, 130\xa0ft (39.6\xa0m) (gundeck), Sails,," Broken up, 1749", 1706 Establishment50-gunfourth rateship of the line, Full-rigged ship,,,,,,,,,,, 35\xa0ft (10.7\xa0m),, 14\xa0ft (4.3\xa0m),,,,,,,,,,,,,,Fourth Rate
1700,1700,HMS Elizabeth (1706),//upload.wikimedia.org/wikipedia/commons/thumb/3/35/%27Elizabeth%27_%281706%29_RMG_J3294.png/300px-%27Elizabeth%27_%281706%29_RMG_J3294.png,Elizabeth,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/%27Elizabeth%27_%281737%29_RMG_J3290.png/220px-%27Elizabeth%27_%281737%29_RMG_J3290.png,,Plan of 1937 rebuild,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSElizabeth, 1224 tons BM,, 70 guns of various weights of shot," Stacey, Woolwich Dockyard", 1 August 1706, 151\xa0ft (46.0\xa0m) (gundeck), Sails,," Broken up, 1766", 1733 proposals70-gun third rate ship of the line, Full-rigged ship,,,,,,,,,,, 43\xa0ft 5\xa0in (13.2\xa0m),, 17\xa0ft 9\xa0in (5.4\xa0m),,,,,,,,,,,,,,Third Rate
1700,1700,HMS Hampton Court (1709),//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Destruction_de_la_fr%C3%A9gate_fran%C3%A7aise_la_Nymphe_en_1757_en_M%C3%A9diterran%C3%A9e.jpg/300px-Destruction_de_la_fr%C3%A9gate_fran%C3%A7aise_la_Nymphe_en_1757_en_M%C3%A9diterran%C3%A9e.jpg,Hampton Court destroying the French frigate La Nymphe in 1757 in the Mediterranean.,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg/220px-Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg,,"Shown here as a member SirGeorge Pocock'sBlue Squadron, circa 1762",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSHampton Court,"1,283",, 70 guns:Gundeck: 26 × 24-pdrsUpper gundeck: 26 × 12-pdrsQuarterdeck: 14 × 6-pdrsForecastle: 4 × 6-pdrs," Taylor, Rotherhithe", 19 August 1709, 150\xa0ft (45.7\xa0m) (gundeck), Sails,," Broken up, 1774", 1706 Establishment70-gunthird-rateship of the line, Full-rigged ship,,,,,,,,,,, 41\xa0ft (12.5\xa0m),, 17\xa0ft 4\xa0in (5.3\xa0m),,,,,,,,,,,,,,Third Rate
1700,1700,HMS Nassau (1706),//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/%27Nassau%27_%281740%29_RMG_J3126.png/300px-%27Nassau%27_%281740%29_RMG_J3126.png,Plan of the 1740 rebuild of Nassau,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Attack_on_Goree%2C_29_December_1758_RMG_BHC0386.jpg/220px-Attack_on_Goree%2C_29_December_1758_RMG_BHC0386.jpg,,"Attack onGorée, 29 December 1758.NassauandDunkirkare on the far side of the fort'smoleshowing only their upper galleries and spars as they engage the fort'sbatterieson theirportsides",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSNassau, 1225 tons BM, 410-4803, 70 guns of various weights of shot, Portsmouth Dockyard, 9 January 1706, 151\xa0ft (46.0\xa0m) (gundeck), Sails,," Sold, 1770", 1733 proposals70-gun third rate ship of the line, Full-rigged ship,,,,,,,,,,, 41\xa0ft (12.5\xa0m),, 17\xa0ft 4\xa0in (5.3\xa0m),,,,,,,,,,,,,,Third Rate
1700,1700,HMS Nottingham (1703),//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Charles_Edward_Dixon_HMS_Nottingham_1703_French_battleship_Mars_1740_Cape_Clear.jpg/300px-Charles_Edward_Dixon_HMS_Nottingham_1703_French_battleship_Mars_1740_Cape_Clear.jpg,"Action between HMS Nottingham and the Mars by Charles Dixon. Mars was returning to France after the failed Duc d'Anville Expedition, 11 October 1746",//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg/220px-Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg,,"Shown here as a member SirGeorge Pocock'sBlue Squadron, circa 1762",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSNottingham, 928 bm, 365 officers and men, 60 guns of various weights of shot," Harding, Deptford Dockyard", 10 June 1703, 144\xa0ft (43.9\xa0m) (gundeck), Sails,," Sunk as a breakwater, 1773", 1706 Establishment60-gun fourth-rate ship of the line, Full-rigged ship,,,,,,,,,," Second Battle of Cape Finisterre, 1747Battle of Cabrita Point", 38\xa0ft (11.6\xa0m),, 15\xa0ft 11\xa0in (4.9\xa0m),,,,,,,,,,,,,,Fourth Rate
1700,1700,HMS Royal Anne Galley (1709),,,//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Path_to_Polpeor_Cove_and_Stag_Rocks_-_geograph.org.uk-4981745.jpg/220px-Path_to_Polpeor_Cove_and_Stag_Rocks_-_geograph.org.uk-4981745.jpg,,"Polpeor Cove, and Stag Rocks. The path leads down to Pistil Meadow which is thought by some to be the burial site of the 198 (right side of the path) when the Galley was lost on the nearby rocks",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Naval_Ensign_of_the_United_Kingdom.svg/56px-Naval_Ensign_of_the_United_Kingdom.svg.png,,,, HMSRoyal Anne Galley,,,, Woolwich Dockyard,1709, 38.7 metres (127\xa0ft 0\xa0in),,, Wrecked on 10 November 1721, fifth-ratefrigate, Full-rigged ship,," Anne, Queen of Great Britain",,,,1709,,,,, 6.4 metres (21\xa0ft 0\xa0in),,,,,,,,,,,,,,,,Fifth Rate
1700,1700,HMS Tartar (1702),,,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/A_View_of_the_Town_and_Castle_of_St._Augustine%2C_and_the_English_Camp_before_it_June_20%2C_1740_-_The_Gentleman%27s_Magazine%2C_1740.jpg/220px-A_View_of_the_Town_and_Castle_of_St._Augustine%2C_and_the_English_Camp_before_it_June_20%2C_1740_-_The_Gentleman%27s_Magazine%2C_1740.jpg,,"A View of the Town and Castle of St. Augustine, and the English Camp before it June 20, 1740,Tartarshown.The Gentleman's Magazine, 1740",,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSTartar, 4207⁄94tons (bm), 145/110, 1733 establishment 20 guns20 × 9-pdr guns (UD), Woolwich Dockyard, 12 September 1702, 106\xa0ft 0\xa0in (32.31\xa0m) gundeck86\xa0ft 11.5\xa0in (26.50\xa0m) keel for tonnage, Sails,, Breaking at Deptford completed 24 June 1755, 32-gunfifth rate, Full-rigged ship,,,,,,,,, August 1702, Velez Malaga 1704, 30\xa0ft 6\xa0in (9.30\xa0m),, 9\xa0ft 5\xa0in (2.87\xa0m), 7 April 1702,,,,,,,,,,,,,Fifth Rate
1710,1710,French ship Chameau,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Grave_Site_of_Le_Chameau_Victim%27s.jpg/220px-Grave_Site_of_Le_Chameau_Victim%27s.jpg,,Gravesite ofLe Chameau's passengers and crew,,,,,,,,,, Chameau,,, 22 ×12-pounder long guns22 ×6-pounder long guns,,1717,,,," Sank August 27, 1725",,,,,,,,,,,,, 31 feet (9.4\xa0m), 15 feet (4.6\xa0m),,,,,,," 540, 600 or 650 tons",,,,,,,,
1710,1710,HMS Cumberland (1710),//upload.wikimedia.org/wikipedia/commons/thumb/9/92/CUMBERLAND_1710_RMG_J7236.jpg/300px-CUMBERLAND_1710_RMG_J7236.jpg,Cumberland,//upload.wikimedia.org/wikipedia/commons/thumb/4/41/The_Capture_of_Geriah%2C_February_1756_RMG_BHC0377.jpg/220px-The_Capture_of_Geriah%2C_February_1756_RMG_BHC0377.jpg,,"Cumberland, (George Pocock) at theCapture of Geriah, February 1756",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSCumberland," 1,401 tons BM",, 80 guns of various weights of shot," Allin, Deptford Dockyard", 27 December 1710, 158\xa0ft (48.2\xa0m) (gundeck), Sails,," Foundered, 1760", 1706 Establishment80-gunthird rateship of the line, Full-rigged ship,,,,,,,,,,, 45\xa0ft 5\xa0in (13.8\xa0m),, 18\xa0ft 7\xa0in (5.7\xa0m),,,,,,,,,,,,,,Third Rate
1720,1720,HMS Pearl (1726),,,//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lieutenant_Piercy_Brett%27s_sketch_of_HMS_Centurion%2C_HMS_Wager%2C_HMS_Pearl%2C_off_Cape_Virgin_Mary%2C_1741-03-07.png/220px-Lieutenant_Piercy_Brett%27s_sketch_of_HMS_Centurion%2C_HMS_Wager%2C_HMS_Pearl%2C_off_Cape_Virgin_Mary%2C_1741-03-07.png,,"LieutenantPiercy Brett's sketch of HMSCenturion, HMS Wager, and HMSPearl, offCape Virgin Mary, on 7 March 1741",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSPearl, 59455⁄94(bm),190, Lower gundeck: 20 × 12-pounder gunsUpper gundeck: 20 × 6-pounder guns, Deptford Dockyard, 17 October 1726, 124\xa0ft (37.8\xa0m) (gun deck)101\xa0ft 8\xa0in (31.0\xa0m) (keel),, January 1723, Sold for breaking up on 28 June 1744, 40-gunfifth rate, Full-rigged ship,,,,,,,,,,, 33\xa0ft 2\xa0in (10.11\xa0m),, 14\xa0ft (4.3\xa0m), c. 1722,,,,,,,,,,,,,Fifth Rate
1730,1730,HMS Pembroke (1733),,,//upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Bataille_du_cap_Ortegal_mai_1747_image_et_texte.jpg/220px-Bataille_du_cap_Ortegal_mai_1747_image_et_texte.jpg,,Pembrokeshown here at theFirst Battle of Cape Finisterre (1747),,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSPembroke,956,, 60 guns:Gundeck: 24 × 24-pdrsUpper gundeck: 26 × 9-pdrsQuarterdeck: 8 × 6-pdrsForecastle: 2 × 6-pdrs, Woolwich Dockyard, 27 November 1733, 144\xa0ft (43.9\xa0m) (gundeck), Sails,," Wrecked, 1749", 1719 Establishment60-gunfourth rateship of the line, Full-rigged ship,,,,,,,,,,, 39\xa0ft (11.9\xa0m),, 16\xa0ft 5\xa0in (5.0\xa0m), 8 September 1726,,,,,,,,,,,,,Fourth Rate
1730,1730,HMS Warwick (1733),//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Warwick_%281733%29_RMG_J3428.jpg/300px-Warwick_%281733%29_RMG_J3428.jpg,"Drawing showing the body plan, stern board outline, sheer lines with inboard detail, and longitudinal half-breadth for Warwick",//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Captain_Alexander_Hood%2C_1726-1814_RMG_L8414.jpg/220px-Captain_Alexander_Hood%2C_1726-1814_RMG_L8414.jpg,,"Captain Alexander Hood, in 1759, inserted is the scene where Hood recapturedWarwick",,Great Britain,France,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,, Warwick, 95127⁄94(bm),400, 60 guns:Gundeck: 24 × 24-pdrsUpper gundeck: 26 × 9-pdrsQuarterdeck: 8 × 6-pdrsForecastle: 2 × 6-pdrs," Peirson Lock,Plymouth Dockyard", 25 October 1733, 144\xa0ft 0\xa0in (43.9\xa0m) (gundeck)117\xa0ft 0\xa0in (35.7\xa0m) (keel),, 1 April 1730," Broken up, 1761", 1719 Establishment60-gunfourth-rateship of the line, Full-rigged ship,,,, 1734–17361739–17441747–17491755–1756,, 24 August 1734," by the French Navy, 11 March 1756"," by capture, 11 March 1756",1734,, 39\xa0ft 0\xa0in (11.9\xa0m),, 16\xa0ft 5\xa0in (5.0\xa0m), 14 March 1727,,,,,,,,,,,,,Fourth Rate
1740,1740,HMS Intrepid (1747),//upload.wikimedia.org/wikipedia/commons/thumb/7/75/HMS_Intrepid%2C_formerly_Serieux.jpg/200px-HMS_Intrepid%2C_formerly_Serieux.jpg,Stern view of Intrepid,//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/La_bataille_de_Lagos_en_1759_vue_par_le_peintre_Thomas_Luny.jpg/220px-La_bataille_de_Lagos_en_1759_vue_par_le_peintre_Thomas_Luny.jpg,,Intrepidwas part of a large British fleet which defeated the French at theBattle of Lagosin 1759.,,France,Great Britain,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,, Intrepid," 1,286bm",460, 64 guns:Lower gun deck: 26 x 24 pdrsUpper gun deck: 28 x 12 pdrsQuarterdeck: 6 x 6 pdrsForecastle: 4 x 12 pdrs," René Boyer&Pierre-Blaise Coulomb, Toulon", 26 October 1740, 47.10\xa0m (154\xa0ft 6\xa0in) (gundeck)42.23\xa0m (138\xa0ft 7\xa0in) (keel), Sails, 4 October 1738," Broken up, 2 August 1765", 64-gunthird rateship of the line,,,,,,,," 14 May 1747, by Royal Navy", 14 May 1747, May 1741,, 12.99\xa0m (42\xa0ft 7\xa0in), 6.50\u2009/\u20096.74\xa0m (21\xa0ft 4\xa0in\u2009/\u200922\xa0ft 1\xa0in), 6.28\xa0m (20\xa0ft 7\xa0in), 6 February 1738,,,,,,,,,,,,,Third Rate
1740,1741,HMS Sutherland (1741),//upload.wikimedia.org/wikipedia/commons/thumb/5/52/HMSSutherlandByRobertWilkins.jpg/300px-HMSSutherlandByRobertWilkins.jpg,HMS Sutherland sailed by John Rous during the Siege of Louisbourg (1758),//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Roseau%2C_1761_RCIN_733032.b.jpg/220px-Roseau%2C_1761_RCIN_733032.b.jpg,,"SutherlandatRoseau, Dominica in 1761",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSSutherland,873,, 50 guns:Gundeck: 22 × 18 pdrsUpper gundeck: 22 × 9 pdrsQuarterdeck: 4 × 6 pdrsForecastle: 2 × 6 pdrs," Taylor, Rotherhithe", 15 October 1741, 134\xa0ft (40.8\xa0m) (gundeck), Sails,," Sold, 1770", 1733 proposals50-gunfourth rateship of the line, Full-rigged ship,,,,,,,,,,, 38\xa0ft 6\xa0in (11.7\xa0m),, 15\xa0ft 9\xa0in (4.8\xa0m), 28 April 1740,,,,,,,,,,,,,Fourth Rate
1740,1742,HMS Stirling Castle (1742),//upload.wikimedia.org/wikipedia/commons/thumb/8/81/French_Firerafts_Attacking_the_British_Fleet_off_Quebec%2C_28_June_1759_RMG_BHC0393.tiff/lossy-page1-300px-French_Firerafts_Attacking_the_British_Fleet_off_Quebec%2C_28_June_1759_RMG_BHC0393.tiff.jpg,"French Firerafts Attacking the British Fleet off Quebec, 28 June 1759 by Samuel Scott. The left foreground of the picture is taken up with the anchored British fleet in which Saunders' flagship, Stirling Castle, is in starboard-quarter view in the foreground just left of centre.",//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg/220px-Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg,,"Shown here as a member SirGeorge Pocock'sBlue Squadron, circa 1762",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSStirling Castle,1225,, 70 guns:Gundeck: 26 × 24 pdrsUpper gundeck: 26 × 12 pdrsQuarterdeck: 14 × 6 pdrsForecastle: 4 × 6 pdrs, Chatham Dockyard, 24 April 1742, 151\xa0ft (46.0\xa0m) (gundeck), Sails,, Scuttled on 14 September 1762, 1733 proposals70-gunthird rateship of the line, Full-rigged ship,,,,,,,,,,, 43\xa0ft 5\xa0in (13.2\xa0m),, 17\xa0ft 9\xa0in (5.4\xa0m), 6 August 1739,,,,,,,,,,,,,Third Rate
1740,1743,HMS Berwick (1743),//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/%27Berwick%27_%281743%29%2C_possibly_%27Berwick%27_%281723%29_RMG_J3285.png/300px-%27Berwick%27_%281743%29%2C_possibly_%27Berwick%27_%281723%29_RMG_J3285.png,Berwick,//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Plan_of_the_attack_against_Fort_Louis_now_Fort_George%2C_at_Point_%C3%A0_Pitre_on_the_island_of_Guadaloupe_-_by_a_squadron_of_His_Majesty%27s_ships_of_war%2C_detached_from_Commodore_Moore_and_commanded_by_Capt._%2818164015469%29.jpg/220px-thumbnail.jpg,,"Plan of the attack against Fort Louis now Fort George, atPoint à Pitreby a squadron, detached fromCommodore Mooreand commanded by Captain Wm. Harman ofBerwickon 14 February 1759",,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSBerwick,1280,, 70 guns:Gundeck: 26 × 24-poundersUpper gundeck: 26 × 12-poundersQuarterdeck: 14 × 6-poundersForecastle: 4 × 6-pounders, Deptford Dockyard, 13 June 1743, 151\xa0ft (46.0\xa0m) (gundeck), Sails,," Broken up, 1760", 1733 proposals70-gunthird-rateship of the line, Full-rigged ship,,,,,,,,,,, 43\xa0ft 5\xa0in (13.2\xa0m),, 17\xa0ft 9\xa0in (5.4\xa0m), 5 December 1740,,,,,,,,,,,,,Third Rate
1740,1744,French ship Oriflamme (1744),//upload.wikimedia.org/wikipedia/commons/thumb/1/14/Calma-chicha.jpg/300px-Calma-chicha.jpg,,//upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Oriflamme.svg/60px-Oriflamme.svg.png,,Theoriflammeof the Capetian dynasty.,,France,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_France_%281814%E2%80%931830%29.svg/42px-Flag_of_France_%281814%E2%80%931830%29.svg.png,,,, Oriflama,"1,000"," 380 men, + 5/10 officers", 56 guns of various weights of shot (reduced to 50 guns in 1757), Toulon, 30 October 1744, 135 French feet, Sails, April 1743, Lost at sea between 25–28 July 1770, 56-gunship of the line, Full-rigged ship,,,,,,," 1 April 1761, by HMSIsisof theRoyal Navy",, December 1744,, 37 French feet, 18½ French feet, 17¾ French feet, 16 February 1743,,,,,,,,,,,,,Ship of the line
1740,1744,HMS Maidstone (1744),//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Falkland_%281744%29_RMG_J3579.jpg/300px-Falkland_%281744%29_RMG_J3579.jpg,Maidstone,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Maid41.jpg/220px-Maid41.jpg,,Anocturlabefrom HMS Maidstone,,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSMaidstone,979,, 50 guns:Gundeck: 22 × 24 pdrsUpper gundeck: 22 × 12 pdrsQuarterdeck: 4 × 6 pdrsForecastle: 2 × 6 pdrs," Wells, Rotherhithe", 12 October 1744, 140\xa0ft (42.7\xa0m) (gundeck), Sails,," Wrecked, 1747", 1741 proposals50-gunfourth rateship of the line, Full-rigged ship,,,,,,,,,,, 40\xa0ft (12.2\xa0m),, 17\xa0ft2+1⁄2in (5.2\xa0m), 16 May 1743,,,,,,,,,,,,,Fourth Rate
